id,plant_id,account_type,category,is_active,plant_name,unit,    plant_condition,year,compensation_price,notes
3745,PLTB0068,B,ท,1,ทานตะวัน,ไร่,ไม่มีผล/ขนาดเล็ก,2561,4000,
3746,PLTB0068,B,ท,1,ทานตะวัน,ไร่,มีผล/ขนาดใหญ่,2561,4000,
3747,PLTB0069,B,ท,1,ทองพันช่าง,ต้น,ไม่มีผล/ขนาดเล็ก,2561,150,
3748,PLTB0069,B,ท,1,ทองพันช่าง,ต้น,มีผล/ขนาดใหญ่,2561,300,
3749,PLTB0070,B,น,1,นาบัว,ไร่,ไม่มีผล/ขนาดเล็ก,2561,24500,
3750,PLTB0070,B,น,1,นาบัว,ไร่,มีผล/ขนาดใหญ่,2561,24500,
3751,PLTB0071,B,น,1,นีออน,ต้น,ไม่มีผล/ขนาดเล็ก,2561,150,
3752,PLTB0071,B,น,1,นีออน,ต้น,มีผล/ขนาดใหญ่,2561,225,
3753,PLTB0072,B,บ,1,บวบ,ไร่,ไม่มีผล/ขนาดเล็ก,2561,20000,
3754,PLTB0072,B,บ,1,บวบ,ไร่,มีผล/ขนาดใหญ่,2561,20000,
3755,PLTB0073,B,บ,1,บัลลังค์ทอง เงิน,ต้น,ไม่มีผล/ขนาดเล็ก,2561,45,
3756,PLTB0073,B,บ,1,บัลลังค์ทอง เงิน,ต้น,มีผล/ขนาดใหญ่,2561,75,
3757,PLTB0074,B,ป,1,ปอ ปอแก้ว ปอกระสา,ไร่,ไม่มีผล/ขนาดเล็ก,2561,2300,
3758,PLTB0074,B,ป,1,ปอ ปอแก้ว ปอกระสา,ไร่,มีผล/ขนาดใหญ่,2561,2300,
3759,PLTB0075,B,ป,1,ปาล์มเหลี่ยม,ต้น,ไม่มีผล/ขนาดเล็ก,2561,225,
3760,PLTB0075,B,ป,1,ปาล์มเหลี่ยม,ต้น,มีผล/ขนาดใหญ่,2561,300,
3761,PLTB0076,B,ผ,1,ผักกวางตุ้ง,ไร่,ไม่มีผล/ขนาดเล็ก,2561,17500,
3762,PLTB0076,B,ผ,1,ผักกวางตุ้ง,ไร่,มีผล/ขนาดใหญ่,2561,17500,
3763,PLTB0077,B,ผ,1,ผักกาดขาว,ไร่,ไม่มีผล/ขนาดเล็ก,2561,21200,
3764,PLTB0077,B,ผ,1,ผักกาดขาว,ไร่,มีผล/ขนาดใหญ่,2561,21200,
3765,PLTB0078,B,ผ,1,ผักกาดเขียว,ไร่,ไม่มีผล/ขนาดเล็ก,2561,13500,
3766,PLTB0078,B,ผ,1,ผักกาดเขียว,ไร่,มีผล/ขนาดใหญ่,2561,13500,
3767,PLTB0079,B,ผ,1,ผักคะน้า,ไร่,ไม่มีผล/ขนาดเล็ก,2561,19500,
3768,PLTB0079,B,ผ,1,ผักคะน้า,ไร่,มีผล/ขนาดใหญ่,2561,19500,
3769,PLTB0080,B,ผ,1,ผักบุ้ง,ไร่,ไม่มีผล/ขนาดเล็ก,2561,42500,
3770,PLTB0080,B,ผ,1,ผักบุ้ง,ไร่,มีผล/ขนาดใหญ่,2561,42500,
3771,PLTB0081,B,ผ,1,ผักเอียด,ต้น,ไม่มีผล/ขนาดเล็ก,2561,13,
3772,PLTB0081,B,ผ,1,ผักเอียด,ต้น,มีผล/ขนาดใหญ่,2561,25,
3773,PLTB0082,B,ผ,1,เผือก,ไร่,ไม่มีผล/ขนาดเล็ก,2561,34600,
3774,PLTB0082,B,ผ,1,เผือก,ไร่,มีผล/ขนาดใหญ่,2561,34600,
3775,PLTB0083,B,ฝ,1,ฝ้าย,ไร่,ไม่มีผล/ขนาดเล็ก,2561,4014,
3776,PLTB0083,B,ฝ,1,ฝ้าย,ไร่,มีผล/ขนาดใหญ่,2561,4014,
3777,PLTB0084,B,พ,1,พญากาสัก เขืองหูช้าง เขืองหูม้า ตองสาก ตาลปัตรฤาษี,ต้น,ไม่มีผล/ขนาดเล็ก,2561,150,
3778,PLTB0084,B,พ,1,พญากาสัก เขืองหูช้าง เขืองหูม้า ตองสาก ตาลปัตรฤาษี,ต้น,มีผล/ขนาดใหญ่,2561,450,
3779,PLTB0085,B,พ,1,พริก,ไร่,ไม่มีผล/ขนาดเล็ก,2561,40000,
3780,PLTB0085,B,พ,1,พริก,ไร่,มีผล/ขนาดใหญ่,2561,40000,
3781,PLTB0086,B,พ,1,พลับพลึง,ต้น,ไม่มีผล/ขนาดเล็ก,2561,60,
3782,PLTB0086,B,พ,1,พลับพลึง,ต้น,มีผล/ขนาดใหญ่,2561,100,
3783,PLTB0087,B,พ,1,พลู,ค้าง,ไม่มีผล/ขนาดเล็ก,2561,504,
3784,PLTB0087,B,พ,1,พลู,ค้าง,มีผล/ขนาดใหญ่,2561,630,
3785,PLTB0088,B,พ,1,พวงแก้ว,ต้น,ไม่มีผล/ขนาดเล็ก,2561,100,
3786,PLTB0088,B,พ,1,พวงแก้ว,ต้น,มีผล/ขนาดใหญ่,2561,200,
3787,PLTB0089,B,พ,1,พวงโกเมน,ต้น,ไม่มีผล/ขนาดเล็ก,2561,250,
3788,PLTB0089,B,พ,1,พวงโกเมน,ต้น,มีผล/ขนาดใหญ่,2561,500,
3789,PLTB0090,B,พ,1,พวงคราม,ต้น,ไม่มีผล/ขนาดเล็ก,2561,250,
3790,PLTB0090,B,พ,1,พวงคราม,ต้น,มีผล/ขนาดใหญ่,2561,500,
3791,PLTB0091,B,พ,1,พวงชมพู,ต้น,ไม่มีผล/ขนาดเล็ก,2561,60,
3792,PLTB0091,B,พ,1,พวงชมพู,ต้น,มีผล/ขนาดใหญ่,2561,120,
3793,PLTB0092,B,พ,1,พวงแสด,ต้น,ไม่มีผล/ขนาดเล็ก,2561,250,
3794,PLTB0092,B,พ,1,พวงแสด,ต้น,มีผล/ขนาดใหญ่,2561,500,
3795,PLTB0093,B,พ,1,พวงหยก,ต้น,ไม่มีผล/ขนาดเล็ก,2561,225,
3796,PLTB0093,B,พ,1,พวงหยก,ต้น,มีผล/ขนาดใหญ่,2561,300,
3797,PLTB0094,B,พ,1,พุทธรักษา,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3798,PLTB0094,B,พ,1,พุทธรักษา,ต้น,มีผล/ขนาดใหญ่,2561,,
3799,PLTB0095,B,พ,1,พู่นายพล,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3800,PLTB0095,B,พ,1,พู่นายพล,ต้น,มีผล/ขนาดใหญ่,2561,,
3801,PLTB0096,B,พ,1,เพชรชมพู เพชรน้ำหนึ่ง,ต้น,ไม่มีผล/ขนาดเล็ก,2561,50,
3802,PLTB0096,B,พ,1,เพชรชมพู เพชรน้ำหนึ่ง,ต้น,มีผล/ขนาดใหญ่,2561,100,
3803,PLTB0097,B,พ,1,แพรหวย,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3804,PLTB0097,B,พ,1,แพรหวย,ต้น,มีผล/ขนาดใหญ่,2561,,
3805,PLTB0098,B,พ,1,ไพล,กอ,ไม่มีผล/ขนาดเล็ก,2561,6,
3806,PLTB0098,B,พ,1,ไพล,กอ,มีผล/ขนาดใหญ่,2561,6,
3807,PLTB0099,B,ฟ,1,เฟิร์นข้าหลวง ค่าหลวง,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3808,PLTB0099,B,ฟ,1,เฟิร์นข้าหลวง ค่าหลวง,ต้น,มีผล/ขนาดใหญ่,2561,,
3809,PLTB0100,B,ม,1,มณฑา มณฑาทิพย์,ต้น,ไม่มีผล/ขนาดเล็ก,2561,175,
3810,PLTB0100,B,ม,1,มณฑา มณฑาทิพย์,ต้น,มีผล/ขนาดใหญ่,2561,350,
3811,PLTB0101,B,ม,1,มะเขือ,ไร่,ไม่มีผล/ขนาดเล็ก,2561,25000,
3812,PLTB0101,B,ม,1,มะเขือ,ไร่,มีผล/ขนาดใหญ่,2561,25000,
3813,PLTB0102,B,ม,1,มะเขือเทศ,ไร่,ไม่มีผล/ขนาดเล็ก,2561,,
3814,PLTB0102,B,ม,1,มะเขือเทศ,ไร่,มีผล/ขนาดใหญ่,2561,,
3815,PLTB0103,B,ม,1,มะระ,ไร่,ไม่มีผล/ขนาดเล็ก,2561,24000,
3816,PLTB0103,B,ม,1,มะระ,ไร่,มีผล/ขนาดใหญ่,2561,24000,
3817,PLTB0104,B,ม,1,มะแว้ง,เถา,ไม่มีผล/ขนาดเล็ก,2561,30,
3818,PLTB0104,B,ม,1,มะแว้ง,เถา,มีผล/ขนาดใหญ่,2561,30,
3819,PLTB0105,B,ม,1,มันแกว,ไร่,ไม่มีผล/ขนาดเล็ก,2561,23000,
3820,PLTB0105,B,ม,1,มันแกว,ไร่,มีผล/ขนาดใหญ่,2561,23000,
3821,PLTB0106,B,ม,1,มันเทศ,ไร่,ไม่มีผล/ขนาดเล็ก,2561,12000,
3822,PLTB0106,B,ม,1,มันเทศ,ไร่,มีผล/ขนาดใหญ่,2561,12000,
3823,PLTB0107,B,ม,1,มันสำปะหลัง,ไร่,ไม่มีผล/ขนาดเล็ก,2561,8850,
3824,PLTB0107,B,ม,1,มันสำปะหลัง,ไร่,มีผล/ขนาดใหญ่,2561,8850,
3825,PLTB0108,B,ม,1,มินท์,ไร่,ไม่มีผล/ขนาดเล็ก,2561,1200,
3826,PLTB0108,B,ม,1,มินท์,ไร่,มีผล/ขนาดใหญ่,2561,1200,
3827,PLTB0109,B,ม,1,โมก (ไม้ประดับ),ต้น,ไม่มีผล/ขนาดเล็ก,2561,70,
3828,PLTB0109,B,ม,1,โมก (ไม้ประดับ),ต้น,มีผล/ขนาดใหญ่,2561,120,
3829,PLTB0110,B,ย,1,ยาสูบพันธุ์เตอร์กิช เบอร์เลย์และเวอร์จิเนีย,ไร่,ไม่มีผล/ขนาดเล็ก,2561,5200,
3830,PLTB0110,B,ย,1,ยาสูบพันธุ์เตอร์กิช เบอร์เลย์และเวอร์จิเนีย,ไร่,มีผล/ขนาดใหญ่,2561,5200,
3831,PLTB0111,B,ย,1,ยาสูบพันธุ์พื้นเมือง,ไร่,ไม่มีผล/ขนาดเล็ก,2561,2000,
3832,PLTB0111,B,ย,1,ยาสูบพันธุ์พื้นเมือง,ไร่,มีผล/ขนาดใหญ่,2561,2000,
3833,PLTB0112,B,ย,1,เยอบิร่า,ต้น,ไม่มีผล/ขนาดเล็ก,2561,30,
3834,PLTB0112,B,ย,1,เยอบิร่า,ต้น,มีผล/ขนาดใหญ่,2561,60,
3835,PLTB0113,B,ย,1,แยงแย้ แหย่แย้,ต้น,ไม่มีผล/ขนาดเล็ก,2561,180,
3836,PLTB0113,B,ย,1,แยงแย้ แหย่แย้,ต้น,มีผล/ขนาดใหญ่,2561,525,
3837,PLTB0114,B,ย,1,ยี่สุ่น,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3838,PLTB0114,B,ย,1,ยี่สุ่น,ต้น,มีผล/ขนาดใหญ่,2561,,
3839,PLTB0115,B,ร,1,รสสุคนธ์,ต้น,ไม่มีผล/ขนาดเล็ก,2561,130,
3840,PLTB0115,B,ร,1,รสสุคนธ์,ต้น,มีผล/ขนาดใหญ่,2561,250,
3841,PLTB0116,B,ร,1,รัก,ต้น,ไม่มีผล/ขนาดเล็ก,2561,170,
3842,PLTB0116,B,ร,1,รัก,ต้น,มีผล/ขนาดใหญ่,2561,170,
3843,PLTB0117,B,ร,1,รางเงิน ว่านรางเงิน,ต้น,ไม่มีผล/ขนาดเล็ก,2561,45,
3844,PLTB0117,B,ร,1,รางเงิน ว่านรางเงิน,ต้น,มีผล/ขนาดใหญ่,2561,75,
3845,PLTB0118,B,ล,1,ละหุ่ง (มะโห่ง),ต้น,ไม่มีผล/ขนาดเล็ก,2561,10,
3846,PLTB0118,B,ล,1,ละหุ่ง (มะโห่ง),ต้น,มีผล/ขนาดใหญ่,2561,20,
3847,PLTB0119,B,ล,1,ลัดดาวัลย์ ลดาวัลย์,ต้น,ไม่มีผล/ขนาดเล็ก,2561,250,
3848,PLTB0119,B,ล,1,ลัดดาวัลย์ ลดาวัลย์,ต้น,มีผล/ขนาดใหญ่,2561,450,
3849,PLTB0120,B,ล,1,ลิ้นมังกร,ต้น,ไม่มีผล/ขนาดเล็ก,2561,45,
3850,PLTB0120,B,ล,1,ลิ้นมังกร,ต้น,มีผล/ขนาดใหญ่,2561,75,
3851,PLTB0121,B,ล,1,เล็บครุฑ,ต้น,ไม่มีผล/ขนาดเล็ก,2561,250,
3852,PLTB0121,B,ล,1,เล็บครุฑ,ต้น,มีผล/ขนาดใหญ่,2561,350,
3853,PLTB0122,B,ล,1,เล็บมือนาง,ต้น,ไม่มีผล/ขนาดเล็ก,2561,150,
3854,PLTB0122,B,ล,1,เล็บมือนาง,ต้น,มีผล/ขนาดใหญ่,2561,300,
3855,PLTB0123,B,ว,1,ว่านหางจระเข้ ก. ว่านหางจระเข้ ปีที่ 1,ไร่,ไม่มีผล/ขนาดเล็ก,2561,,
3856,PLTB0123,B,ว,1,ว่านหางจระเข้ ก. ว่านหางจระเข้ ปีที่ 1,ไร่,มีผล/ขนาดใหญ่,2561,,
3857,PLTB0123,B,ว,1,ว่านหางจระเข้ ข. ว่านหางจระเข้ ปีที่ 2 - 4,ไร่,ไม่มีผล/ขนาดเล็ก,2561,,
3858,PLTB0123,B,ว,1,ว่านหางจระเข้ ข. ว่านหางจระเข้ ปีที่ 2 - 4,ไร่,มีผล/ขนาดใหญ่,2561,,
3859,PLTB0124,B,ศ,1,เศรษฐีแวนสัน,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3860,PLTB0124,B,ศ,1,เศรษฐีแวนสัน,ต้น,มีผล/ขนาดใหญ่,2561,,
3861,PLTB0125,B,ส,1,สตอว์เบอร์รี่,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3862,PLTB0125,B,ส,1,สตอว์เบอร์รี่,ต้น,มีผล/ขนาดใหญ่,2561,,
3863,PLTB0126,B,ส,1,สนสาหร่าย สนสาหร่ายทอง,ต้น,ไม่มีผล/ขนาดเล็ก,2561,263,
3864,PLTB0126,B,ส,1,สนสาหร่าย สนสาหร่ายทอง,ต้น,มีผล/ขนาดใหญ่,2561,525,
3865,PLTB0127,B,ส,1,สร้อยอินทนิน,ต้น,ไม่มีผล/ขนาดเล็ก,2561,180,
3866,PLTB0127,B,ส,1,สร้อยอินทนิน,ต้น,มีผล/ขนาดใหญ่,2561,360,
3867,PLTB0128,B,ส,0,สังกรณี,ต้น,ไม่มีผล/ขนาดเล็ก,2561,150,
3868,PLTB0128,B,ส,0,สังกรณี,ต้น,มีผล/ขนาดใหญ่,2561,150,
3869,PLTB0129,B,ส,1,สับปะรด,ไร่,ไม่มีผล/ขนาดเล็ก,2561,12000,
3870,PLTB0129,B,ส,1,สับปะรด,ไร่,มีผล/ขนาดใหญ่,2561,12000,
3871,PLTB0129,B,ส,1,สับปะรด ก. กรณีปลูกเป็นไร่เพื่อส่งขายโรงงานอุตสาหกรรม,ต้น/กอ,ไม่มีผล/ขนาดเล็ก,2561,2,6000 ต้น/กอ ต่อ 1 ไร่
3872,PLTB0129,B,ส,1,สับปะรด ก. กรณีปลูกเป็นไร่เพื่อส่งขายโรงงานอุตสาหกรรม,ต้น/กอ,มีผล/ขนาดใหญ่,2561,2,6000 ต้น/กอ ต่อ 1 ไร่
3873,PLTB0129,B,ส,1,สับปะรด ข. กรณีมิได้ปลูกเป็นไร่ แต่ปลูกเป็นต้นหรือกอ เพื่อใช้รับประทานหรือขายผล,ต้น/กอ,ไม่มีผล/ขนาดเล็ก,2561,6,6000 ต้น/กอ ต่อ 1 ไร่
3874,PLTB0129,B,ส,1,สับปะรด ข. กรณีมิได้ปลูกเป็นไร่ แต่ปลูกเป็นต้นหรือกอ เพื่อใช้รับประทานหรือขายผล,ต้น/กอ,มีผล/ขนาดใหญ่,2561,6,6000 ต้น/กอ ต่อ 1 ไร่
3875,PLTB0130,B,ส,1,สายนํ้าผึ้ง รวงผึ้ง,ต้น,ไม่มีผล/ขนาดเล็ก,2561,120,
3876,PLTB0130,B,ส,1,สายนํ้าผึ้ง รวงผึ้ง,ต้น,มีผล/ขนาดใหญ่,2561,225,
3877,PLTB0131,B,ส,1,สายหยุด,ต้น,ไม่มีผล/ขนาดเล็ก,2561,120,
3878,PLTB0131,B,ส,1,สายหยุด,ต้น,มีผล/ขนาดใหญ่,2561,200,
3879,PLTB0132,B,ส,1,สาริกาลิ้นทอง,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3880,PLTB0132,B,ส,1,สาริกาลิ้นทอง,ต้น,มีผล/ขนาดใหญ่,2561,,
3881,PLTB0133,B,ส,1,สาวน้อยประแป้ง,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3882,PLTB0133,B,ส,1,สาวน้อยประแป้ง,ต้น,มีผล/ขนาดใหญ่,2561,,
3883,PLTB0134,B,ส,1,สี่ทิศ,ต้น,ไม่มีผล/ขนาดเล็ก,2561,45,
3884,PLTB0134,B,ส,1,สี่ทิศ,ต้น,มีผล/ขนาดใหญ่,2561,75,
3885,PLTB0135,B,ส,1,เสน่ห์จันทแดง ขาว เขียว,ต้น,ไม่มีผล/ขนาดเล็ก,2561,45,
3886,PLTB0135,B,ส,1,เสน่ห์จันทแดง ขาว เขียว,ต้น,มีผล/ขนาดใหญ่,2561,75,
3887,PLTB0136,B,ส,1,เสาวรส,ค้าง,ไม่มีผล/ขนาดเล็ก,2561,500,
3888,PLTB0136,B,ส,1,เสาวรส,ค้าง,มีผล/ขนาดใหญ่,2561,1000,
3889,PLTB0137,B,ห,1,หญ้าแทงโคล่า,ตร.ม,ไม่มีผล/ขนาดเล็ก,2561,18,
3890,PLTB0137,B,ห,1,หญ้าแทงโคล่า,ตร.ม,มีผล/ขนาดใหญ่,2561,18,
3891,PLTB0138,B,ห,1,หญ้ารูซี่,ตร.ม,ไม่มีผล/ขนาดเล็ก,2561,6,
3892,PLTB0138,B,ห,1,หญ้ารูซี่,ตร.ม,มีผล/ขนาดใหญ่,2561,6,
3893,PLTB0139,B,ห,1,หนวดปลาหมึก,ต้น,ไม่มีผล/ขนาดเล็ก,2561,300,
3894,PLTB0139,B,ห,1,หนวดปลาหมึก,ต้น,มีผล/ขนาดใหญ่,2561,500,
3895,PLTB0140,B,ห,1,หนวดแมว พยับเมฆ อีตู่ดง บางรักป่า,ต้น,ไม่มีผล/ขนาดเล็ก,2561,45,
3896,PLTB0140,B,ห,1,หนวดแมว พยับเมฆ อีตู่ดง บางรักป่า,ต้น,มีผล/ขนาดใหญ่,2561,75,
3897,PLTB0141,B,ห,1,หน่อไม้ฝรั่ง,ไร่,ไม่มีผล/ขนาดเล็ก,2561,90000,
3898,PLTB0141,B,ห,1,หน่อไม้ฝรั่ง,ไร่,มีผล/ขนาดใหญ่,2561,90000,
3899,PLTB0142,B,ห,1,หน้าวัว,ต้น,ไม่มีผล/ขนาดเล็ก,2561,45,
3900,PLTB0142,B,ห,1,หน้าวัว,ต้น,มีผล/ขนาดใหญ่,2561,75,
3901,PLTB0143,B,ห,1,หนุมานประสานกาย,ต้น,ไม่มีผล/ขนาดเล็ก,2561,60,
3902,PLTB0143,B,ห,1,หนุมานประสานกาย,ต้น,มีผล/ขนาดใหญ่,2561,90,
3903,PLTB0144,B,ห,1,หม่อน,ไร่,ไม่มีผล/ขนาดเล็ก,2561,11668,
3904,PLTB0144,B,ห,1,หม่อน,ไร่,มีผล/ขนาดใหญ่,2561,11668,
3905,PLTB0145,B,ห,1,หม่อนพันธุ์เกษตร,ไร่,ไม่มีผล/ขนาดเล็ก,2561,12500,
3906,PLTB0145,B,ห,1,หม่อนพันธุ์เกษตร,ไร่,มีผล/ขนาดใหญ่,2561,12500,
3907,PLTB0146,B,ห,1,หม่อนพันธุ์พื้นเมือง,ไร่,ไม่มีผล/ขนาดเล็ก,2561,6000,
3908,PLTB0146,B,ห,1,หม่อนพันธุ์พื้นเมือง,ไร่,มีผล/ขนาดใหญ่,2561,6000,
3909,PLTB0147,B,ห,1,หลิวไต้หวัน,ต้น,ไม่มีผล/ขนาดเล็ก,2561,18,
3910,PLTB0147,B,ห,1,หลิวไต้หวัน,ต้น,มีผล/ขนาดใหญ่,2561,36,
3911,PLTB0148,B,ห,1,หวายเขียว,ต้น,ไม่มีผล/ขนาดเล็ก,2561,,
3912,PLTB0148,B,ห,1,หวายเขียว,ต้น,มีผล/ขนาดใหญ่,2561,,
3913,PLTB0149,B,ห,1,หัวหอมเล็ก,ไร่,ไม่มีผล/ขนาดเล็ก,2561,1260,
3914,PLTB0149,B,ห,1,หัวหอมเล็ก,ไร่,มีผล/ขนาดใหญ่,2561,1260,
3915,PLTB0150,B,ห,1,หัวหอมใหญ่,ไร่,ไม่มีผล/ขนาดเล็ก,2561,4000,
3916,PLTB0150,B,ห,1,หัวหอมใหญ่,ไร่,มีผล/ขนาดใหญ่,2561,4000,
3917,PLTB0151,B,อ,1,ออมทอง เงิน นาค เพชร,ต้น,ไม่มีผล/ขนาดเล็ก,2561,45,
3918,PLTB0151,B,อ,1,ออมทอง เงิน นาค เพชร,ต้น,มีผล/ขนาดใหญ่,2561,75,
3919,PLTB0152,B,อ,1,อ้อยพันธุ์น้ำตาล,ไร่,ไม่มีผล/ขนาดเล็ก,2561,10880,
3920,PLTB0152,B,อ,1,อ้อยพันธุ์น้ำตาล,ไร่,มีผล/ขนาดใหญ่,2561,10880,
3921,PLTB0153,B,อ,1,อ้อยกิน,กอ,ไม่มีผล/ขนาดเล็ก,2561,45,5 ลำต่อ 1 กอ
3922,PLTB0153,B,อ,1,อ้อยกิน,กอ,มีผล/ขนาดใหญ่,2561,45,5 ลำต่อ 1 กอ
3923,PLTB0154,B,อ,1,อากาเว่,ต้น,ไม่มีผล/ขนาดเล็ก,2561,750,
3924,PLTB0154,B,อ,1,อากาเว่,ต้น,มีผล/ขนาดใหญ่,2561,1500,
3925,PLTA0001,A,ก,1,กรรณิการ์,ต้น,ไม่มีผล/ขนาดเล็ก,2562,275,
3926,PLTA0001,A,ก,1,กรรณิการ์,ต้น,มีผล/ขนาดใหญ่,2562,550,
3927,PLTA0002,A,ก,1,กระบก,ต้น,ไม่มีผล/ขนาดเล็ก,2562,640,
3928,PLTA0002,A,ก,1,กระบก,ต้น,มีผล/ขนาดใหญ่,2562,1280,
3929,PLTA0003,A,ก,1,กระบาก,ต้น,ไม่มีผล/ขนาดเล็ก,2562,640,
3930,PLTA0003,A,ก,1,กระบาก,ต้น,มีผล/ขนาดใหญ่,2562,1280,
3931,PLTA0004,A,ก,1,กระดังงา,ต้น,ไม่มีผล/ขนาดเล็ก,2562,545,
3932,PLTA0004,A,ก,1,กระดังงา,ต้น,มีผล/ขนาดใหญ่,2562,1090,
3933,PLTA0005,A,ก,1,กระโดน,ต้น,ไม่มีผล/ขนาดเล็ก,2562,115,
3934,PLTA0005,A,ก,1,กระโดน,ต้น,มีผล/ขนาดใหญ่,2562,230,
3935,PLTA0006,A,ก,1,กระเบา,ต้น,ไม่มีผล/ขนาดเล็ก,2562,,
3936,PLTA0006,A,ก,1,กระเบา,ต้น,มีผล/ขนาดใหญ่,2562,,
3937,PLTA0007,A,ก,1,กระถิน,ต้น,ไม่มีผล/ขนาดเล็ก,2562,290,"1) กระถิน มิได้ปลูกเป็นหลักในการดำรงชีพจ่ายเต็มราคาในบัญชี
2) กระถินปลูกเป็นแนวรั้ว
     ก) ถ้าความสูงเกินกว่า 1 เมตร จ่าย 30 บาท ต่อความยาว 1 เมตร
     ข) ถ้าความสูงไม่เกิน 1 เมตร จ่าย 20 บาทต่อความยาว 1 เมตร
3) กระถินที่ปลูกอย่างหนาแน่นหรือปลูกเป็นไร่ถือจ่ายไร่ละ 1,000 บาท"
3938,PLTA0007,A,ก,1,กระถิน,ต้น,มีผล/ขนาดใหญ่,2562,580,"1) กระถิน มิได้ปลูกเป็นหลักในการดำรงชีพจ่ายเต็มราคาในบัญชี
2) กระถินปลูกเป็นแนวรั้ว
     ก) ถ้าความสูงเกินกว่า 1 เมตร จ่าย 30 บาท ต่อความยาว 1 เมตร
     ข) ถ้าความสูงไม่เกิน 1 เมตร จ่าย 20 บาทต่อความยาว 1 เมตร
3) กระถินที่ปลูกอย่างหนาแน่นหรือปลูกเป็นไร่ถือจ่ายไร่ละ 1,000 บาท"
3939,PLTA0008,A,ก,1,กระถินณรงค์,ต้น,ไม่มีผล/ขนาดเล็ก,2562,490,
3940,PLTA0008,A,ก,1,กระถินณรงค์,ต้น,มีผล/ขนาดใหญ่,2562,980,
3941,PLTA0009,A,ก,1,กระถินเทพา,ต้น,ไม่มีผล/ขนาดเล็ก,2562,250,
3942,PLTA0009,A,ก,1,กระถินเทพา,ต้น,มีผล/ขนาดใหญ่,2562,500,
3943,PLTA0010,A,ก,1,กระถินยักษ์,ต้น,ไม่มีผล/ขนาดเล็ก,2562,250,
3944,PLTA0010,A,ก,1,กระถินยักษ์,ต้น,มีผล/ขนาดใหญ่,2562,500,
3945,PLTA0011,A,ก,1,กระท้อนทั่วไป,ต้น,ไม่มีผล/ขนาดเล็ก,2562,1530,
3946,PLTA0011,A,ก,1,กระท้อนทั่วไป,ต้น,มีผล/ขนาดใหญ่,2562,3060,
3947,PLTA0012,A,ก,1,กระท้อนพันธุ์ดี,ต้น,ไม่มีผล/ขนาดเล็ก,2562,2730,
3948,PLTA0012,A,ก,1,กระท้อนพันธุ์ดี,ต้น,มีผล/ขนาดใหญ่,2562,5460,
3949,PLTA0013,A,ก,1,กระท่อม ก. อายุไม่เกิน 2 ปี,ต้น,ไม่มีผล/ขนาดเล็ก,2562,,
3950,PLTA0013,A,ก,1,กระท่อม ก. อายุไม่เกิน 2 ปี,ต้น,มีผล/ขนาดใหญ่,2562,,
3951,PLTA0013,A,ก,1,กระท่อม ข. อายุเกิน 2 ปีแต่ไม่เกิน 3 ปี,ต้น,ไม่มีผล/ขนาดเล็ก,2562,,
3952,PLTA0013,A,ก,1,กระท่อม ข. อายุเกิน 2 ปีแต่ไม่เกิน 3 ปี,ต้น,มีผล/ขนาดใหญ่,2562,,
3953,PLTA0013,A,ก,1,กระท่อม ค. อายุเกิน 3 ปีขึ้นไป,ต้น,ไม่มีผล/ขนาดเล็ก,2562,,
3954,PLTA0013,A,ก,1,กระท่อม ค. อายุเกิน 3 ปีขึ้นไป,ต้น,มีผล/ขนาดใหญ่,2562,,
3955,PLTA0014,A,ก,1,กระทิง,ต้น,ไม่มีผล/ขนาดเล็ก,2562,,
3956,PLTA0014,A,ก,1,กระทิง,ต้น,มีผล/ขนาดใหญ่,2562,,
3957,PLTA0015,A,ก,1,กระทุ่ม กระทุ่มทอง,ต้น,ไม่มีผล/ขนาดเล็ก,2562,110,
3958,PLTA0015,A,ก,1,กระทุ่ม กระทุ่มทอง,ต้น,มีผล/ขนาดใหญ่,2562,220,
3959,PLTA0016,A,ก,1,กระบือ,ต้น,ไม่มีผล/ขนาดเล็ก,2562,110,
3960,PLTA0016,A,ก,1,กระบือ,ต้น,มีผล/ขนาดใหญ่,2562,220,
3961,PLTA0017,A,ก,1,กระพี้จั่น,ต้น,ไม่มีผล/ขนาดเล็ก,2562,640,
3962,PLTA0017,A,ก,1,กระพี้จั่น,ต้น,มีผล/ขนาดใหญ่,2562,"1,280",
3963,PLTA0018,A,ก,1,กร่าง,ต้น,ไม่มีผล/ขนาดเล็ก,2562,190,
3964,PLTA0018,A,ก,1,กร่าง,ต้น,มีผล/ขนาดใหญ่,2562,380,
3965,PLTA0019,A,ก,1,กฤษณา,ต้น,ไม่มีผล/ขนาดเล็ก,2562,"1,640",
3966,PLTA0019,A,ก,1,กฤษณา,ต้น,มีผล/ขนาดใหญ่,2562,"3,280",
